State,Year,Law Passed,Law Link,Law Description,my_label,Reasoning,model_label,pro_immigration_score,top_trigger_words
Illinois,2025,SB2447 - COURT FEES-VAROUS,https://legiscan.com/IL/bill/SB2447/2025,"Amends the State Finance Act. Requires the clerks of the court to remit a portion of filing and appearance fees to the State Treasurer for deposit into the Guardianship and Advocacy Fund. Increases various schedule fees. Creates fees for county law libraries, neutral site custody, dispute resolutions, and domestic relation legal fund. Amends the Clerks of Courts Act. Provides that no fee may be charged for accounts filed for guardianships established for disabled minors or adults. Eliminates a provision that unless a court-ordered payment schedule is implemented or the fee requirements of the provisions concerning circuit court clerks' fees are waived under a court order, the clerk of the circuit court may add to any unpaid fees and costs under this provision a delinquency amount equal to 5% of the unpaid fees that remain unpaid after 30 days, 10% of the unpaid fees that remain unpaid after 60 days, and 15% of the unpaid fees that remain unpaid after 90 days. Creates additional conditional assessments. Amends the Criminal and Traffic Assessment Act. Amends the Domestic Relations Legal Funding Act. Allows any county to enact a fee. Provides that conditional assessments include court-supervised service provider costs imposed in a case. Amends the Code of Criminal Procedure of 1963. Prohibits plea agreements that are conditioned upon a defendant giving up the right to seek as assessment waiver. Amends the Unified Code of Corrections. Provides that the court shall, without application, reduce the total amount of fines imposed on a defendant who is sentenced to a term of imprisonment, based upon the defendant's prison sentence. Amends the Counties Code, the Neutral Site Custody Exchange Funding Act, the Illinois Municipal Code, the Firearm Concealed Carry Act, the Domestic Relations Legal Funding Act, the Illinois Not-For-Profit Dispute Center Resolution Act, the Criminal Code of 2012, the Code of Criminal Procedure of 1963, the Unified Code of Corrections, the Code of Civil Procedure, the Illinois Marriage and Dissolution of Marriage Act, and the Illinois Adoption Act to make other and confirming changes.",,,Pro-Immigration,0.5095,"illinois, code, fees, days, criminal"
Illinois,2025,HB2690 - CHILD SEXUAL ABUSE MATERIAL,https://legiscan.com/IL/bill/HB2690/2025,"Amends the Criminal Code of 2012. Changes the statute of limitations for grooming to provide that when the victim is under 17 years of age at the time of the offense, a prosecution for grooming may be commenced within 10 years after the victim or the person with a disability attains 17 years of age. Changes the name of the offense of child pornography to child sexual abuse material. Deletes references to criminal transmission of HIV in various statutes. In the Sex Offenses Article of the Criminal Code of 2012, provides a definition for ""unable to give knowing consent"" and changes the definition of ""family member"" to include a sibling and an accused who has resided in the household for at least 3 (rather than 6) months. Provides that a person commits sexual exploitation of a child if in the presence or virtual presence, or both, of a child and with knowledge that a child or one whom he or she believes to be a child would view his or her acts, that person knowingly entices, coerces, or persuades a child to participate in the production of the recording or memorializing a sexual act of persons ages 18 or older. Provides that a violation of this provision of sexual exploitation of a child is a Class 4 felony. Provides that a defendant, in order to commit grooming, must be 5 years or more older than the groomed child, or hold a position of trust, authority, or supervision in relation to the child at the time of the offense. Amends the Code of Criminal Procedure of 1963. Provides that the court may set any conditions it finds just and appropriate on the taking of testimony of a victim or witness who is under 18 years of age or an intellectually disabled person or a person affected by a developmental disability (rather than a victim who is a child under the age of 18 years or a moderately, severely, or profoundly intellectually disabled person or a person affected by a developmental disability) involving the use of a facility dog in any criminal proceeding. Makes other changes concerning the admissibility of evidence in cases involving involuntary servitude, involuntary sexual servitude of a minor, and trafficking in persons. Amends various Acts to change references from ""child pornography"" to ""child sexual abuse material"".",,,Pro-Immigration,0.5088,"victim, child, code, persons, criminal"
Illinois,2025,HB2927 - INCLUSIVE HISTORY ACT,https://legiscan.com/IL/bill/HB2927/2025,"Amends the School Code. Provides that, subject to appropriation, the State Board of Education shall conduct research using mixed methodologies to understand the experience of educators teaching history to students across all grade levels in accordance with applicable learning standards and mandated units of study. Requires the State Board of Education to report its findings and recommendations from this research to the General Assembly by December 15, 2026. Provides that, subject to appropriation, the State Board of Education shall provide professional learning opportunities for educators across all grade levels to further support the inclusive, inquiry-based teaching of history in schools.",,,Pro-Immigration,0.5354,"education, school, board, state board, students"
Illinois,2025,HB3626 - CRIM CD-PROSTITUTION-REPEAL,https://legiscan.com/IL/bill/HB3626/2025,"Amends the Statute on Statutes. Adds definitions of ""prostitution"", ""prostitute"", and ""prostituted person"" that apply throughout the statutes. Amends the Criminal Identification Act. Permits a person to seek to vacate and expunge Class A misdemeanor prostitution violations. Amends the Criminal Code of 2012. Repeals the criminal offense of prostitution. Provides a fine schedule based upon net income of a person convicted of solicitation of a sexual act, promoting prostitution, promoting juvenile prostitution, patronizing a prostitute, or patronizing a juvenile prostitute. Eliminates enhanced penalties for previous convictions of prostitution. Eliminates a prostitution conviction as a disqualifying offense for obtaining certain occupations. Amends various Acts to make conforming changes.",,,Anti-Immigration,0.4786,"statutes, person, offense, act, class"
Illinois,2025,HB1221 - FIREARM OWNERS ID ACT-REPEAL,https://legiscan.com/IL/bill/HB1221/2025,Repeals the Firearm Owners Identification Card Act. Amends various Acts to make conforming changes. Effective immediately.,,,Pro-Immigration,0.507,"identification, make"
Illinois,2025,HB1232 - FIREARM OWNERS ID ACT-REPEAL,https://legiscan.com/IL/bill/HB1232/2025,Repeals the Firearm Owners Identification Card Act. Amends various Acts to make conforming changes. Effective immediately.,,,Pro-Immigration,0.507,"identification, make"
Illinois,2025,HB1343 - FIREARM OWNERS ID ACT-REPEAL,https://legiscan.com/IL/bill/HB1343/2025,Repeals the Firearm Owners Identification Card Act. Amends various Acts to make conforming changes. Effective immediately.,,,Pro-Immigration,0.507,"identification, make"
Illinois,2025,SB0298 - FIREARM OWNERS ID ACT-REPEAL,https://legiscan.com/IL/bill/SB0298/2025,Repeals the Firearm Owners Identification Card Act. Amends various Acts to make conforming changes. Effective immediately.,,,Pro-Immigration,0.507,"identification, make"
Illinois,2025,SB1222 - FIREARM OWNERS ID ACT-REPEAL,https://legiscan.com/IL/bill/SB1222/2025,"Repeals the Firearm Owners Identification Card Act. Amends various Acts to make conforming changes. Effective January 1, 2026.",,,Pro-Immigration,0.5106,"2026, identification, make"
Illinois,2025,HB1067 - VOID THE FOID,https://legiscan.com/IL/bill/HB1067/2025,Repeals the Firearm Owners Identification Card Act. Amends various Acts to make conforming changes. Effective immediately.,,,Pro-Immigration,0.507,"identification, make"
Illinois,2026,SB3171 - FIREARM OWNERS ID ACT-REPEAL,https://legiscan.com/IL/bill/SB3171/2025,Repeals the Firearm Owners Identification Card Act. Amends various Acts to make conforming changes. Effective immediately.,,,Pro-Immigration,0.507,"identification, make"
Illinois,2025,SB2134 - CRIM PRO-RESTORE TO PRIOR LAW,https://legiscan.com/IL/bill/SB2134/2025,"Restores certain provisions of the Code of Criminal Procedure of 1963 to the form in which they existed before their amendment by Public Act 101-652 by amendment or reenactment. Retains provisions that crime victims shall be given notice by the State's Attorney's office of the preliminary hearing as required in the Rights of Crime Victims and Witnesses Act and shall be informed of their opportunity at this hearing to obtain an order of protection under the Protective Orders Article of the Code of Criminal Procedure of 1963. Amends the Statute on Statutes to provide that whenever there is a reference in any Act to the term ""pretrial release"", ""denial of pretrial release"", ""conditions of pretrial release"", or ""violations of the conditions of pretrial release"", the terms shall be construed to mean ""bail"", ""denial of bail"", ""conditions of bail"", or ""forfeiture of bail"" respectively. Effective immediately.",,,Pro-Immigration,0.5057,"form, crime, victims, shall, code"
Illinois,2025,HB1717 - CRIMINAL FORFEITURE-REPORTING,https://legiscan.com/IL/bill/HB1717/2025,"Creates the Seizure and Forfeiture Reporting Act of 2025. Provides that the Illinois Criminal Justice Information Authority shall establish and maintain a case tracking system and searchable public website that includes information about property seized and forfeited under State law and under any agreement with the federal government. Provides that it shall assign the responsibility to report each element to relevant agencies. Provides that the Authority shall also establish and maintain a searchable public website that includes the total amount of funds expended, in specified categories, which resulted from property seized, forfeited, and reported and the total value of seized and forfeited property held by the agency at the end of the reporting period. Provides that the Authority shall not require or disclose: (1) the names, addresses, contact information, or other personally identifying information of owners, other persons, or business entities or (2) the street addresses, vehicle identification number, or serial number of any conveyance. Provides that agencies that fully comply with reporting requirements within the designated timeframe shall be eligible for State recognition and additional funding opportunities through the Authority. Provides that the Authority shall make no disbursement of forfeiture proceeds to an agency or department unless the agency or department meets its reporting obligation. Provides that the Act is effective for the reporting period starting January 1, 2027. Creates the Criminal Forfeiture Process Act. Provides that the Act applies to the seizure and forfeiture of property used in and derived directly from specified crimes. Provides that for property to be forfeited before conviction, the State must demonstrate by clear and convincing evidence that the property is directly linked to the criminal offense, and that immediate seizure is necessary to prevent its loss, destruction, or further use in criminal activity. Repeals the Seizure and Forfeiture Reporting Act, the Drug Asset Forfeiture Procedure Act, and the Forfeiture Article of the Code of Criminal Procedure of 1963. Amends various other Acts to make conforming changes.",,,Pro-Immigration,0.521,"information, agency, illinois, shall, 2025"
Illinois,2025,SB1740 - SCH CD-MANDATES-REORGANIZE,https://legiscan.com/IL/bill/SB1740/2025,"Amends the Illinois Grant Funds Recovery Act to make a change concerning school maintenance project grants. Amends the Soybean Ink Act to make a change concerning school districts. Amends the School Code. Removes outdated provisions regarding social science learning standards and provisions regarding meeting minimum higher education preparation and admission requirements. Removes language providing that students who do not take the State's final accountability assessment or its approved alternate assessment may not receive a regular high school diploma unless the student is exempted from taking the State assessments. Prohibits a school board from discriminating against, punishing, or penalizing a student because the student's parents or guardians are unable to pay any required fees or fines for the loss of school property. Removes the requirement that all paper purchased by a board of education, public schools, and attendance centers for publication of student newspapers be recycled newsprint. Increases the age for when an individualized education program must include transition services. Removes the minimum hour requirements for training on concussions and on issues related to domestic and sexual violence. Removes the requirement that a police training academy job training program be open to all students and that participation be tracked. Creates the School Code Mandate Reduction Council. Makes changes concerning commemorative holidays. Renumbers and reorganizes the Course of Study Article and other provisions. Makes conforming and other changes in various Acts. Repeals various Sections of the School Code, the Voting by Minors Act, and the Critical Health Problems and Comprehensive Health Education Act. Effective immediately.",,,Pro-Immigration,0.5671,"school, student, education, illinois, students"
Illinois,2026,SB3731 - FIRST 2026 GENERAL REVISORY,https://legiscan.com/IL/bill/SB3731/2025,Creates the First 2026 General Revisory Act. Combines multiple versions of Sections amended by more than one Public Act. Renumbers Sections of various Acts to eliminate duplication. Corrects obsolete cross-references and technical errors. Makes stylistic changes. Effective immediately.,,,Anti-Immigration,0.4972,"act, general, amended, public"
